id,label,longitude,latitude,class_n,start_date,end_date
116,Clear_Cut,-65.28238896,-9.786811895,10,05/01/2022,23/12/2022
117,Clear_Cut,-60.35391104,-13.26609594,10,05/01/2022,23/12/2022
118,Clear_Cut,-65.22933231,-9.949719256,10,05/01/2022,23/12/2022
119,Clear_Cut,-63.01175734,-10.34506082,10,05/01/2022,23/12/2022
120,Clear_Cut,-60.44234681,-13.27282605,10,05/01/2022,23/12/2022
121,Clear_Cut,-62.78462093,-11.15871854,10,05/01/2022,23/12/2022
122,Clear_Cut,-60.66343624,-11.6508497,10,05/01/2022,23/12/2022
124,Clear_Cut,-61.15738516,-11.2754614,10,05/01/2022,23/12/2022
125,Clear_Cut,-64.07822151,-12.13339377,10,05/01/2022,23/12/2022
127,Clear_Cut,-61.33671035,-12.01230446,10,05/01/2022,23/12/2022
128,Clear_Cut,-63.83077578,-8.686818428,10,05/01/2022,23/12/2022
129,Clear_Cut,-60.5677218,-12.39868992,10,05/01/2022,23/12/2022
130,Clear_Cut,-61.6225822,-11.38428782,10,05/01/2022,23/12/2022
131,Clear_Cut,-61.92792216,-11.00228742,10,05/01/2022,23/12/2022
133,Clear_Cut,-62.14810175,-10.559334,10,05/01/2022,23/12/2022
134,Clear_Cut,-63.11830017,-8.812119811,10,05/01/2022,23/12/2022
135,Clear_Cut,-63.5601626,-8.634612429,10,05/01/2022,23/12/2022
137,Clear_Cut,-62.69207198,-9.721749163,10,05/01/2022,23/12/2022
138,Clear_Cut,-60.56419656,-12.50969298,10,05/01/2022,23/12/2022
139,Clear_Cut,-62.89489269,-10.35283168,10,05/01/2022,23/12/2022
140,Clear_Cut,-63.31147852,-9.433677319,10,05/01/2022,23/12/2022
141,Clear_Cut,-63.1398292,-11.70187508,10,05/01/2022,23/12/2022
143,Clear_Cut,-63.65236763,-8.818914574,10,05/01/2022,23/12/2022
144,Clear_Cut,-61.9560395,-10.64929828,10,05/01/2022,23/12/2022
146,Clear_Cut,-60.55377071,-13.09409877,10,05/01/2022,23/12/2022
147,Clear_Cut,-63.77409195,-8.954015688,10,05/01/2022,23/12/2022
148,Clear_Cut,-62.32897656,-10.12236934,10,05/01/2022,23/12/2022
149,Clear_Cut,-63.73151774,-10.15212264,10,05/01/2022,23/12/2022
150,Clear_Cut,-60.41923705,-13.38420004,10,05/01/2022,23/12/2022
153,Clear_Cut,-64.58840914,-9.950488339,10,05/01/2022,23/12/2022
155,Clear_Cut,-63.58964118,-11.88848941,10,05/01/2022,23/12/2022
156,Clear_Cut,-61.66326077,-11.60691792,10,05/01/2022,23/12/2022
157,Clear_Cut,-61.72452709,-10.91437224,10,05/01/2022,23/12/2022
158,Clear_Cut,-61.7206622,-11.71892041,10,05/01/2022,23/12/2022
159,Clear_Cut,-63.71719977,-10.22589217,10,05/01/2022,23/12/2022
160,Clear_Cut,-63.67771302,-9.836524209,10,05/01/2022,23/12/2022
161,Clear_Cut,-66.20354881,-9.663582445,10,05/01/2022,23/12/2022
162,Clear_Cut,-62.91491026,-9.527448724,10,05/01/2022,23/12/2022
163,Clear_Cut,-65.30533347,-10.62275195,10,05/01/2022,23/12/2022
164,Clear_Cut,-64.04619539,-10.17950806,10,05/01/2022,23/12/2022
165,Clear_Cut,-61.0422907,-11.22494431,10,05/01/2022,23/12/2022
166,Clear_Cut,-63.40749261,-10.48222487,10,05/01/2022,23/12/2022
168,Clear_Cut,-63.19823102,-12.11435762,10,05/01/2022,23/12/2022
169,Clear_Cut,-60.88761909,-12.51187458,10,05/01/2022,23/12/2022
170,Clear_Cut,-60.26256381,-12.85201635,10,05/01/2022,23/12/2022
172,Clear_Cut,-60.39912872,-12.02654406,10,05/01/2022,23/12/2022
173,Clear_Cut,-62.50554361,-10.08596159,10,05/01/2022,23/12/2022
174,Clear_Cut,-61.86386992,-10.30073716,10,05/01/2022,23/12/2022
175,Clear_Cut,-61.71308548,-11.69846069,10,05/01/2022,23/12/2022
176,Clear_Cut,-64.60155747,-9.441670917,10,05/01/2022,23/12/2022
177,Clear_Cut,-62.18358524,-11.6007661,10,05/01/2022,23/12/2022
178,Clear_Cut,-61.19996178,-12.68704501,10,05/01/2022,23/12/2022
179,Clear_Cut,-64.29476177,-10.28927878,10,05/01/2022,23/12/2022
180,Clear_Cut,-61.9048034,-11.25187141,10,05/01/2022,23/12/2022
182,Clear_Cut,-63.20992128,-10.46993694,10,05/01/2022,23/12/2022
184,Clear_Cut,-63.0113468,-10.0161269,10,05/01/2022,23/12/2022
185,Clear_Cut,-64.17320808,-10.19383592,10,05/01/2022,23/12/2022
186,Clear_Cut,-60.12608886,-12.59517666,10,05/01/2022,23/12/2022
187,Clear_Cut,-60.38529049,-12.93826069,10,05/01/2022,23/12/2022
188,Clear_Cut,-63.93226332,-11.95184382,10,05/01/2022,23/12/2022
189,Clear_Cut,-61.77411605,-11.4855555,10,05/01/2022,23/12/2022
190,Clear_Cut,-63.51576274,-9.118777678,10,05/01/2022,23/12/2022
191,Clear_Cut,-66.37948238,-9.628592635,10,05/01/2022,23/12/2022
192,Clear_Cut,-62.56010679,-11.03900229,10,05/01/2022,23/12/2022
193,Clear_Cut,-63.01674718,-10.58816689,10,05/01/2022,23/12/2022
194,Clear_Cut,-61.61293797,-12.40988621,10,05/01/2022,23/12/2022
196,Clear_Cut,-61.9119091,-10.67844832,10,05/01/2022,23/12/2022
197,Clear_Cut,-66.49200014,-9.669695485,10,05/01/2022,23/12/2022
198,Clear_Cut,-60.69127713,-13.5156931,10,05/01/2022,23/12/2022
199,Clear_Cut,-62.00416617,-9.086076807,10,05/01/2022,23/12/2022
200,Clear_Cut,-62.19159177,-9.958599106,10,05/01/2022,23/12/2022
201,Clear_Cut,-62.39004051,-10.27074528,10,05/01/2022,23/12/2022
202,Clear_Cut,-62.88324683,-9.688037622,10,05/01/2022,23/12/2022
203,Clear_Cut,-63.55106426,-9.610899033,10,05/01/2022,23/12/2022
205,Clear_Cut,-62.6867229,-9.393202103,10,05/01/2022,23/12/2022
206,Clear_Cut,-62.11658653,-11.25797545,10,05/01/2022,23/12/2022
208,Clear_Cut,-63.45898916,-11.96557996,10,05/01/2022,23/12/2022
209,Clear_Cut,-62.14136287,-10.23288309,10,05/01/2022,23/12/2022
211,Clear_Cut,-61.814375,-9.202851852,10,05/01/2022,23/12/2022
212,Clear_Cut,-64.01362337,-9.866285264,10,05/01/2022,23/12/2022
213,Clear_Cut,-64.52713313,-9.610001969,10,05/01/2022,23/12/2022
214,Clear_Cut,-61.28212269,-12.94088196,10,05/01/2022,23/12/2022
215,Clear_Cut,-60.54170058,-13.05258419,10,05/01/2022,23/12/2022
216,Clear_Cut,-64.29893174,-9.999752862,10,05/01/2022,23/12/2022
218,Clear_Cut,-60.78453876,-11.33017165,10,05/01/2022,23/12/2022
219,Clear_Cut,-61.13690612,-12.71016476,10,05/01/2022,23/12/2022
222,Clear_Cut,-62.18303934,-9.635477662,10,05/01/2022,23/12/2022
224,Clear_Cut,-62.06021188,-12.43298813,10,05/01/2022,23/12/2022
225,Clear_Cut,-60.73476714,-12.90611993,10,05/01/2022,23/12/2022
226,Clear_Cut,-63.54442741,-9.925884831,10,05/01/2022,23/12/2022
227,Clear_Cut,-62.16466071,-11.24618332,10,05/01/2022,23/12/2022
228,Clear_Cut,-62.32606509,-11.63659194,10,05/01/2022,23/12/2022
230,Clear_Cut,-64.68020666,-10.01859844,10,05/01/2022,23/12/2022
233,Clear_Cut,-61.85276996,-9.287444787,10,05/01/2022,23/12/2022
234,Clear_Cut,-64.77518151,-9.783130276,10,05/01/2022,23/12/2022
236,Clear_Cut,-60.84380762,-13.07168561,10,05/01/2022,23/12/2022
237,Clear_Cut,-63.27411109,-11.91484153,10,05/01/2022,23/12/2022
238,Clear_Cut,-61.28157679,-11.75312763,10,05/01/2022,23/12/2022
239,Clear_Cut,-62.63395314,-10.93618407,10,05/01/2022,23/12/2022
240,Clear_Cut,-64.65613894,-9.447087264,10,05/01/2022,23/12/2022
241,Clear_Cut,-66.3530361,-9.825042926,10,05/01/2022,23/12/2022
242,Clear_Cut,-61.89713228,-11.00981421,10,05/01/2022,23/12/2022
243,Clear_Cut,-62.52531852,-9.499106607,10,05/01/2022,23/12/2022
244,Clear_Cut,-64.11607057,-10.21246117,10,05/01/2022,23/12/2022
245,Clear_Cut,-61.91379208,-9.758824347,10,05/01/2022,23/12/2022
246,Clear_Cut,-61.52031445,-12.54152493,10,05/01/2022,23/12/2022
247,Clear_Cut,-62.07458725,-10.43534171,10,05/01/2022,23/12/2022
249,Clear_Cut,-62.09198085,-10.12146435,10,05/01/2022,23/12/2022
251,Clear_Cut,-62.08077411,-9.409000093,10,05/01/2022,23/12/2022
253,Clear_Cut,-61.82234497,-11.35746168,10,05/01/2022,23/12/2022
254,Clear_Cut,-60.81465048,-13.09140221,10,05/01/2022,23/12/2022
255,Clear_Cut,-64.35650235,-10.03270147,10,05/01/2022,23/12/2022
256,Clear_Cut,-65.09236123,-10.06666369,10,05/01/2022,23/12/2022
257,Clear_Cut,-62.18467704,-10.06468294,10,05/01/2022,23/12/2022
259,Clear_Cut,-64.12535087,-12.23513403,10,05/01/2022,23/12/2022
260,Clear_Cut,-65.03190848,-10.62587205,10,05/01/2022,23/12/2022
261,Clear_Cut,-61.78234888,-9.233386678,10,05/01/2022,23/12/2022
262,Clear_Cut,-61.5000526,-11.44941018,10,05/01/2022,23/12/2022
264,Clear_Cut,-63.79174736,-11.87000238,10,05/01/2022,23/12/2022
265,Clear_Cut,-60.5549357,-11.60147813,10,05/01/2022,23/12/2022
266,Clear_Cut,-61.56350788,-12.47896711,10,05/01/2022,23/12/2022
267,Clear_Cut,-62.86414034,-9.780939163,10,05/01/2022,23/12/2022
268,Clear_Cut,-61.05466443,-13.00170385,10,05/01/2022,23/12/2022
269,Clear_Cut,-65.04360771,-10.0321745,10,05/01/2022,23/12/2022
270,Clear_Cut,-62.55716268,-10.92957933,10,05/01/2022,23/12/2022
271,Clear_Cut,-62.60192646,-9.348317522,10,05/01/2022,23/12/2022
272,Clear_Cut,-62.51373877,-10.98101148,10,05/01/2022,23/12/2022
275,Clear_Cut,-65.74233278,-9.639695991,10,05/01/2022,23/12/2022
276,Clear_Cut,-63.95230063,-12.04140279,10,05/01/2022,23/12/2022
278,Clear_Cut,-62.22175914,-10.82918081,10,05/01/2022,23/12/2022
279,Clear_Cut,-61.90860925,-11.70385983,10,05/01/2022,23/12/2022
280,Clear_Cut,-62.24254242,-10.03171466,10,05/01/2022,23/12/2022
282,Clear_Cut,-66.02526417,-9.490491866,10,05/01/2022,23/12/2022
283,Clear_Cut,-62.06457762,-10.58984837,10,05/01/2022,23/12/2022
284,Clear_Cut,-62.46508758,-10.34871456,10,05/01/2022,23/12/2022
285,Clear_Cut,-61.81091764,-11.41157964,10,05/01/2022,23/12/2022
287,Clear_Cut,-63.37037143,-9.066131403,10,05/01/2022,23/12/2022
288,Clear_Cut,-63.001823,-12.05966137,10,05/01/2022,23/12/2022
289,Clear_Cut,-63.08268223,-10.29590321,10,05/01/2022,23/12/2022
290,Clear_Cut,-62.6774033,-11.70072837,10,05/01/2022,23/12/2022
291,Clear_Cut,-63.66479339,-9.695391774,10,05/01/2022,23/12/2022
292,Clear_Cut,-61.65815953,-11.61364629,10,05/01/2022,23/12/2022
293,Clear_Cut,-60.99694912,-11.28549085,10,05/01/2022,23/12/2022
294,Clear_Cut,-63.31668392,-10.47296872,10,05/01/2022,23/12/2022
295,Clear_Cut,-60.77771126,-13.02563841,10,05/01/2022,23/12/2022
296,Clear_Cut,-64.50117798,-9.270758583,10,05/01/2022,23/12/2022
297,Clear_Cut,-65.69681088,-9.668053209,10,05/01/2022,23/12/2022
299,Clear_Cut,-63.52595287,-10.0453324,10,05/01/2022,23/12/2022
300,Clear_Cut,-63.58563792,-9.677454536,10,05/01/2022,23/12/2022
302,Clear_Cut,-61.73857881,-11.63871087,10,05/01/2022,23/12/2022
304,Clear_Cut,-62.57298515,-10.21905546,10,05/01/2022,23/12/2022
305,Clear_Cut,-62.99661202,-9.621663616,10,05/01/2022,23/12/2022
306,Clear_Cut,-63.11616408,-11.75419654,10,05/01/2022,23/12/2022
307,Clear_Cut,-60.83260628,-13.41552049,10,05/01/2022,23/12/2022
309,Clear_Cut,-62.58266341,-9.129388851,10,05/01/2022,23/12/2022
310,Clear_Cut,-62.06858235,-10.06844541,10,05/01/2022,23/12/2022
311,Clear_Cut,-63.02936601,-12.16434686,10,05/01/2022,23/12/2022
312,Clear_Cut,-60.71329509,-12.73827218,10,05/01/2022,23/12/2022
315,Clear_Cut,-63.73017556,-10.05406764,10,05/01/2022,23/12/2022
317,Clear_Cut,-62.63455579,-10.2113191,10,05/01/2022,23/12/2022
319,Clear_Cut,-61.48792692,-11.80175871,10,05/01/2022,23/12/2022
322,Clear_Cut,-60.82884388,-11.67294779,10,05/01/2022,23/12/2022
323,Clear_Cut,-60.68126896,-11.65049327,10,05/01/2022,23/12/2022
324,Clear_Cut,-65.52098074,-9.670486981,10,05/01/2022,23/12/2022
327,Clear_Cut,-63.09697359,-11.79379441,10,05/01/2022,23/12/2022
328,Clear_Cut,-62.30946955,-10.01237166,10,05/01/2022,23/12/2022
329,Clear_Cut,-65.74056696,-9.633593643,10,05/01/2022,23/12/2022
330,Clear_Cut,-63.36348128,-10.03332983,10,05/01/2022,23/12/2022
331,Clear_Cut,-64.04054192,-10.04209451,10,05/01/2022,23/12/2022
332,Clear_Cut,-62.50337864,-10.95617576,10,05/01/2022,23/12/2022
333,Clear_Cut,-63.29121596,-10.16947818,10,05/01/2022,23/12/2022
334,Clear_Cut,-64.5597143,-9.523622804,10,05/01/2022,23/12/2022
335,Clear_Cut,-62.88268829,-11.95568072,10,05/01/2022,23/12/2022
336,Clear_Cut,-64.04892489,-10.26349593,10,05/01/2022,23/12/2022
337,Clear_Cut,-61.53466487,-10.88951313,10,05/01/2022,23/12/2022
338,Clear_Cut,-61.66498042,-12.47545477,10,05/01/2022,23/12/2022
339,Clear_Cut,-64.65032452,-9.712789977,10,05/01/2022,23/12/2022
340,Clear_Cut,-64.27947658,-10.11215853,10,05/01/2022,23/12/2022
342,Clear_Cut,-62.78662256,-10.2667189,10,05/01/2022,23/12/2022
343,Clear_Cut,-64.72426743,-10.38378629,10,05/01/2022,23/12/2022
344,Clear_Cut,-62.30885848,-10.86836299,10,05/01/2022,23/12/2022
345,Clear_Cut,-62.24414094,-10.19733181,10,05/01/2022,23/12/2022
346,Clear_Cut,-64.30567977,-12.29203459,10,05/01/2022,23/12/2022
347,Clear_Cut,-63.86641239,-8.916595604,10,05/01/2022,23/12/2022
348,Clear_Cut,-63.41255097,-12.03496333,10,05/01/2022,23/12/2022
350,Clear_Cut,-62.80281759,-9.832938358,10,05/01/2022,23/12/2022
351,Clear_Cut,-60.83120944,-13.01322819,10,05/01/2022,23/12/2022
352,Clear_Cut,-61.74377196,-10.79983963,10,05/01/2022,23/12/2022
353,Clear_Cut,-62.12808543,-11.27705741,10,05/01/2022,23/12/2022
354,Clear_Cut,-60.45190199,-13.03238972,10,05/01/2022,23/12/2022
355,Clear_Cut,-63.4511646,-8.690198713,10,05/01/2022,23/12/2022
357,Clear_Cut,-62.77852107,-9.836672813,10,05/01/2022,23/12/2022
359,Clear_Cut,-62.92746472,-10.99603558,10,05/01/2022,23/12/2022
360,Clear_Cut,-61.63768543,-11.70466615,10,05/01/2022,23/12/2022
361,Clear_Cut,-64.00674343,-9.801057255,10,05/01/2022,23/12/2022
362,Clear_Cut,-62.84472723,-11.06496014,10,05/01/2022,23/12/2022
363,Clear_Cut,-62.51847654,-10.7592146,10,05/01/2022,23/12/2022
364,Clear_Cut,-62.56543815,-9.622296772,10,05/01/2022,23/12/2022
365,Clear_Cut,-61.23562141,-11.76209767,10,05/01/2022,23/12/2022
366,Clear_Cut,-63.31123228,-9.69395683,10,05/01/2022,23/12/2022
367,Clear_Cut,-64.07949528,-9.689472591,10,05/01/2022,23/12/2022
368,Clear_Cut,-61.21497701,-12.93343336,10,05/01/2022,23/12/2022
369,Clear_Cut,-61.536512,-11.83364034,10,05/01/2022,23/12/2022
371,Clear_Cut,-64.84952944,-10.08760528,10,05/01/2022,23/12/2022
373,Clear_Cut,-66.02144287,-9.472364309,10,05/01/2022,23/12/2022
375,Clear_Cut,-63.24722492,-9.264625648,10,05/01/2022,23/12/2022
376,Clear_Cut,-62.84685351,-9.696826711,10,05/01/2022,23/12/2022
379,Clear_Cut,-63.64259347,-9.021025552,10,05/01/2022,23/12/2022
380,Clear_Cut,-60.95258117,-11.61876872,10,05/01/2022,23/12/2022
381,Clear_Cut,-64.4164367,-9.277324047,10,05/01/2022,23/12/2022
383,Clear_Cut,-63.45787564,-9.259693633,10,05/01/2022,23/12/2022
384,Clear_Cut,-63.10124282,-10.30718231,10,05/01/2022,23/12/2022
385,Clear_Cut,-64.96237937,-10.67136218,10,05/01/2022,23/12/2022
386,Clear_Cut,-62.57681507,-9.605696028,10,05/01/2022,23/12/2022
388,Clear_Cut,-64.27084921,-9.972208838,10,05/01/2022,23/12/2022
390,Clear_Cut,-62.09400901,-9.976942874,10,05/01/2022,23/12/2022
391,Clear_Cut,-62.40470901,-10.4046083,10,05/01/2022,23/12/2022
392,Clear_Cut,-63.30172751,-9.98360352,10,05/01/2022,23/12/2022
393,Clear_Cut,-61.29558822,-13.03645253,10,05/01/2022,23/12/2022
395,Clear_Cut,-64.0617093,-10.35821675,10,05/01/2022,23/12/2022
397,Clear_Cut,-64.44675299,-9.397784082,10,05/01/2022,23/12/2022
398,Clear_Cut,-62.01581203,-12.44862519,10,05/01/2022,23/12/2022
399,Clear_Cut,-62.64669025,-11.60629178,10,05/01/2022,23/12/2022
402,Clear_Cut,-64.14245573,-10.32383167,10,05/01/2022,23/12/2022
404,Clear_Cut,-62.58227407,-10.00859902,10,05/01/2022,23/12/2022
406,Clear_Cut,-63.88315332,-12.11257847,10,05/01/2022,23/12/2022
410,Clear_Cut,-63.40567295,-9.899091023,10,05/01/2022,23/12/2022
411,Clear_Cut,-61.41113701,-11.88225712,10,05/01/2022,23/12/2022
413,Clear_Cut,-61.45770326,-11.14295264,10,05/01/2022,23/12/2022
414,Clear_Cut,-62.05238732,-9.613590211,10,05/01/2022,23/12/2022
415,Clear_Cut,-61.87551578,-10.35641174,10,05/01/2022,23/12/2022
418,Clear_Cut,-65.88624169,-9.611975507,10,05/01/2022,23/12/2022
420,Clear_Cut,-63.52049388,-9.832759065,10,05/01/2022,23/12/2022
421,Clear_Cut,-61.63877723,-11.30810662,10,05/01/2022,23/12/2022
422,Clear_Cut,-66.40448257,-9.716915192,10,05/01/2022,23/12/2022
423,Clear_Cut,-63.10433625,-10.02078421,10,05/01/2022,23/12/2022
424,Clear_Cut,-61.30177508,-12.83143618,10,05/01/2022,23/12/2022
426,Clear_Cut,-62.98005698,-8.248864282,10,05/01/2022,23/12/2022
429,Clear_Cut,-61.73922252,-10.81201403,10,05/01/2022,23/12/2022
430,Clear_Cut,-62.26383251,-11.64069112,10,05/01/2022,23/12/2022
431,Clear_Cut,-60.8592323,-12.76578132,10,05/01/2022,23/12/2022
432,Clear_Cut,-62.03546443,-10.01218295,10,05/01/2022,23/12/2022
433,Wetland,-63.37874962,-8.401896912,4,05/01/2022,23/12/2022
434,Clear_Cut,-62.92822853,-10.52626756,10,05/01/2022,23/12/2022
436,Clear_Cut,-65.97749862,-9.617946066,10,05/01/2022,23/12/2022
437,Clear_Cut,-63.5519741,-9.741665411,10,05/01/2022,23/12/2022
438,Clear_Cut,-60.51331379,-11.94528573,10,05/01/2022,23/12/2022
439,Clear_Cut,-62.05620862,-11.50645623,10,05/01/2022,23/12/2022
440,Clear_Cut,-60.77654328,-12.99123593,10,05/01/2022,23/12/2022
441,Clear_Cut,-63.6091551,-9.205679699,10,05/01/2022,23/12/2022
442,Clear_Cut,-63.87114352,-9.916837035,10,05/01/2022,23/12/2022
443,Clear_Cut,-62.04838405,-9.001975171,10,05/01/2022,23/12/2022
444,Clear_Cut,-63.53013811,-9.663462827,10,05/01/2022,23/12/2022
447,Clear_Cut,-61.72977525,-11.83334392,10,05/01/2022,23/12/2022
448,Clear_Cut,-61.40404031,-11.2224455,10,05/01/2022,23/12/2022
449,Clear_Cut,-62.36623925,-9.299312371,10,05/01/2022,23/12/2022
